상권명,자치구,법정동,엑스좌표_값,와이좌표_값,아파트_단지_수,아파트_평균_면적,주중_매출_금액,주말_매출_금액,당월_매출_건수,시간대_11~14_매출_금액
독립문역 1번,종로구,무악동,196220,452912,4,65,57005561,20753822,9601,27651222
세검정초등학교,종로구,부암동,196389,455998,69,78,18752986,10502826,2448,8429638
세검정,종로구,부암동,196688,455706,41,91,16900831,13373761,2125,11157934
부암동주민센터,종로구,부암동,196701,454714,2,93,65188437,45472824,6359,33463255
사직공원(한국사회과학도서관),종로구,사직동,196895,452714,100,51,323973,208468,51,208469
배화여자대학교(박노수미술관),종로구,청운효자동,197093,453418,145,57,1438298805,957738022,200830,740412130
자하문터널,종로구,부암동,196991,455057,45,79,136177776,150275449,13323,65343756
성곡미술관,종로구,사직동,197292,452641,16,87,391019802,141707431,44132,323136090
체부동홍종문가옥,종로구,사직동,197340,453202,5,87,15198171,11842375,2079,7940213
경복고등학교,종로구,청운효자동,197484,453952,12,91,13602725,8318496,2154,11350949
청와대사랑채,종로구,청운효자동,197585,453623,12,89,172043629,79730563,22613,107819850
평창동동측,종로구,평창동,197827,457040,22,113,55805158,40786047,4811,43375487
정독도서관,종로구,가회동,198581,453781,10,164,78678279,70761647,7665,27167744
중앙고등학교,종로구,가회동,198883,453690,112,58,160175627,80126172,25074,104135058
서울국제고등학교,종로구,혜화동,199598,454302,102,54,50676101,10644869,14796,26553824
성균관대학교,종로구,혜화동,199759,453776,27,49,381828464,224961462,75039,199538610
경신고등학교,종로구,혜화동,199921,454166,33,58,69070924,17465738,8937,36548978
서울대병원,종로구,이화동,200139,453265,45,37,532955712,110619029,126182,259674370
혜회동주민센터,종로구,혜화동,200121,454192,12,47,79149890,48699049,12178,44434194
혜화역 1번,종로구,이화동,200507,453618,101,50,87216506,65475981,20035,50105808
이화달팽이길,종로구,이화동,200575,452995,23,54,124079104,40077167,17031,89462112
동대문역 1번,종로구,창신2동,200934,452953,124,52,6268364,3358776,2211,3490093
동묘앞역 2번,종로구,숭인2동,201699,452879,89,49,119571533,35750749,32016,48752930
신설동역 12번,종로구,숭인2동,201949,453159,38,52,8282852,590191,1754,3411884
중구회현체육센터(정화예술대남산캠퍼스),중구,회현동,198420,450734,6,68,187863829,1456962,21785,133274333
남산케이블카,중구,명동,198659,450764,3,72,163675352,63033124,20499,97484222
충무초등학교,중구,장충동,200090,451226,114,35,99020809,13185556,19678,54500060
동대문역사문화공원역 5번,중구,장충동,200434,451428,4,46,3065872,442579,545,1367079
장충동주민센터,중구,장충동,200749,451274,43,74,12103255,1574889,2576,5557332
장충단 고개,중구,다산동,200898,450889,45,63,197176104,88969045,33545,83298050
장충초등학교,중구,다산동,201128,451117,27,63,44699323,11706252,8491,21885713
청구역 3번,중구,청구동,201174,450806,21,53,154080034,50996100,29936,76447993
신당역 3번,중구,신당5동,201855,451480,36,51,79628178,36066409,14570,35291268
성심여자고등학교,용산구,원효로2동,195949,448136,49,53,341595576,42077090,46496,172141218
새남터성지,용산구,이촌2동,196084,447363,36,53,39990869,19198356,5052,21829307
효창공원앞역 6번,용산구,용문동,196339,448750,103,52,41589143,18038339,6662,12445664
효창동주민센터,용산구,효창동,196409,449179,81,57,45368167,14089886,7473,22516196
한강로동땡땡거리(은행나무길),용산구,한강로동,196643,447278,14,45,589465886,235635549,64180,353747442
효창공원앞역 5번,용산구,용문동,196702,448664,55,38,26724702,9651661,5214,11740680
효창공원앞역 2번,용산구,효창동,196816,449203,85,61,112501375,22187602,18935,36724808
서울역 15번,용산구,청파동,197079,450403,71,45,139741281,41402671,19966,78571552
배문고등학교,용산구,청파동,197116,449954,227,59,66999674,89298017,17846,51327934
남영역 1번,용산구,원효로1동,197107,449013,47,50,646174650,214014921,121648,371597228
숙대입구,용산구,청파동,197161,449524,72,48,1434931576,323108856,340902,618566845
서울역 12번,용산구,남영동,197716,450166,35,59,716580503,52321108,73598,335852220
숙대입구역 1번,용산구,남영동,197679,449714,47,60,443791311,135367562,49338,183920638
삼광초등학교,용산구,후암동,197919,449884,16,67,75304615,45202377,11642,33149635
후암동주민센터,용산구,후암동,198162,450065,237,63,415637879,150822699,66092,289437495
해방촌예술마을,용산구,후암동,198518,449757,134,50,3120125,4371563,527,699425
해방촌 남동측,용산구,용산2가동,198634,449401,68,49,225678349,199925327,34323,99372195
용산구청,용산구,이태원1동,199212,448107,13,72,830367568,269646157,118167,351656795
서빙고역 1번,용산구,서빙고동,199271,446786,8,60,40259183,5814954,2539,17752683
경리단길북측,용산구,이태원2동,199236,449136,61,59,126246733,47469496,19576,66270759
경리단길남측,용산구,이태원2동,199260,448806,77,84,339759172,282844097,34677,263395479
이태원엔틱가구거리,용산구,이태원1동,199502,448055,8,55,263570446,150845443,40213,141954132
한국폴리텍대학서울정수캠퍼스,용산구,보광동,199734,447571,27,122,118493631,48441131,26468,43890650
우사단길,용산구,한남동,200024,448092,92,72,253417931,107516249,44625,109085208
한강진역 3번,용산구,한남동,200198,448658,36,99,215135661,132395592,17949,65017345
한남힐사이드아파트,용산구,한남동,200260,449313,34,62,275736393,133707800,22182,129442978
서울독일학교,용산구,한남동,200952,448510,6,94,130103072,10147174,1196,35980185
옥수역 6번,성동구,옥수동,201423,449294,4,48,112876918,57699689,22315,57232158
옥수터널,성동구,금호4가동,201450,449586,4,58,18304746,8817795,4269,8596117
신금호역 4번,성동구,금호2?3가동,201782,450233,50,58,14995234,3481548,2641,7359083
금동어린이공원,성동구,금호2?3가동,202076,449956,53,52,64079076,33473303,21647,30861445
금북초등학교,성동구,금호1가동,202140,450763,58,44,2099247,0,141,280074
금호사거리,성동구,금호4가동,202203,449734,1,75,2939126,1638203,963,1461532
금호삼성래미안아파트,성동구,금호1가동,202316,450083,1,79,34651208,24641022,4063,15808118
상왕십리역 6번,성동구,왕십리2동,202454,451618,12,53,51568968,20314653,10320,25616379
행당역 2번,성동구,행당1동,202776,451078,36,56,58621279,36790165,17577,32718122
응봉산,성동구,응봉동,202786,449918,26,58,4038561,224325,584,1724461
상왕십리역 3번,성동구,왕십리도선동,202799,451762,22,39,81652181,25980580,14306,40020944
왕십리역 9번,성동구,행당1동,203170,450924,21,63,111696335,59137371,23588,51888598
서울숲카페거리,성동구,성수1가2동,203629,449746,5,68,19730208,13269792,2638,9537376
한양대역 4번,성동구,사근동,203699,450806,8,35,273451895,98101667,48745,58562909
마장역 2번,성동구,마장동,203900,452033,6,60,157656727,66727407,29635,68913914
뚝섬역교차로,성동구,성수1가2동,204001,450061,8,46,329014024,109953088,34966,167131813
사근동살곶이상점가,성동구,사근동,204116,451277,40,36,272880505,70596759,49010,154932069
서울숲역 1번,성동구,성수1가1동,204113,449554,9,42,62676855,31062047,7996,39062502
성수1가1동주민센터,성동구,성수1가1동,204367,449119,7,61,225949166,7642990,28759,90904225
성원중학교,성동구,성수1가1동,204412,448741,63,53,78319545,24175190,10462,24906961
성원어린이공원,성동구,성수1가2동,204438,450088,3,70,21837331,2162669,3053,11888181
성수동카페거리,성동구,성수2가1동,204716,449234,28,50,510828286,79577848,96514,254344337
성수2가3동주민센터,성동구,성수2가3동,204767,449989,30,36,27839043,4355602,3607,14821316
서울교통공사,성동구,용답동,205004,451461,6,51,73019313,2368834,8128,59171933
성수119안전센터,성동구,성수2가1동,205062,448509,46,60,44779263,37749389,5467,17003894
성동세무서,성동구,송정동,205254,449984,10,43,29456126,2734576,3365,18760930
경수초등학교,성동구,성수2가1동,205299,449009,17,54,239705210,111022213,42438,125356434
성수초등학교,성동구,성수2가3동,205519,449630,8,75,1169241425,136081199,223908,600126890
송정체육공원,성동구,송정동,205936,450143,25,42,49872914,24683723,17401,22959782
건대입구역 6번,광진구,자양4동,205807,448790,60,42,2806614,1731165,592,1019443
건대입구역 1번,광진구,화양동,205871,449295,24,33,34551711,9184342,5287,19940772
화양사거리,광진구,화양동,206028,449645,73,33,54541062,23193406,9369,14158320
어린이대공원역 4번,광진구,화양동,206355,449631,22,25,5368270,2911118,1032,1649570
신자초등학교,광진구,자양3동,206474,448005,52,57,16391873,11949540,3910,8019948
능동우편취급국,광진구,군자동,206519,450742,105,48,84416914,36034662,18572,36801711
어린이대공원역 3번,광진구,화양동,206673,449538,7,44,127296796,29674442,48712,67049933
세종대학교,광진구,군자동,206730,450336,21,58,9459477,4975768,2312,4813390
중곡1동 마을마당,광진구,중곡1동,206780,451324,83,47,40508283,12268980,7068,28995444
자양한강도서관,광진구,자양2동,206813,447963,86,47,156643976,90552908,44964,66141388
중곡어린이공원,광진구,중곡1동,206897,451708,26,46,6468681,4255711,279,911939
광진정말공원,광진구,자양1동,206980,448178,79,45,102003321,41953496,26914,44823906
광진구청,광진구,자양1동,207007,448746,73,58,83753605,20599794,11252,55169474
군자역 5번,광진구,능동,207110,450472,98,46,9714721,7982777,3005,7146612
자양동우체국,광진구,자양2동,207135,447836,136,52,28080195,11794492,6959,11576144
중곡3동주민센터,광진구,중곡3동,207154,452135,84,45,74775606,34706386,20688,34658758
구의역 4번,광진구,자양1동,207146,448388,155,44,88680737,50517110,20206,47685368
중곡역 3번,광진구,중곡3동,207394,452066,81,47,26511699,9378902,5352,17442161
군자역 4번,광진구,중곡2동,207315,450952,93,52,24221596,9341766,5022,12992774
성자초등학교,광진구,자양2동,207457,447914,70,51,87715792,42362995,28534,41090535
국립정신건강센터,광진구,중곡2동,207575,451405,80,51,70911544,32759480,13021,34460888
구의1동주민센터,광진구,구의1동,207558,449057,113,47,99088952,39338998,28357,37769077
용마초등학교,광진구,중곡2동,207600,450940,121,50,27536745,14546663,4736,7176983
성동초등학교,광진구,자양2동,207787,448123,54,46,65961081,17219725,10968,23779194
동대부여고,광진구,구의1동,207834,449143,135,44,73835697,47420436,28045,29023550
구남초등학교,광진구,구의3동,208034,448444,34,63,263476323,92678193,43408,103358440
아차산역 1번,광진구,중곡4동,208044,450658,104,57,62009404,50081423,12790,41392632
푸른동산공원,광진구,구의3동,208057,449077,109,48,4027930,941935,373,1394790
해오름공원,광진구,중곡4동,208142,450925,98,48,89581895,50886732,23222,27384650
장로회신학대학교,광진구,광장동,209139,449838,8,126,50431707,15707648,7753,30590299
광나루역 1번,광진구,광장동,209122,449629,18,51,1300880039,175302748,240137,576922053
광진정보도서관,광진구,광장동,209612,449948,23,90,332312708,232164825,47084,160008872
한국의류시험연구원,동대문구,용신동,202502,453159,3,54,44459560,9913367,8190,18766497
제기동역 6번,동대문구,용신동,202876,452949,34,55,139370266,70443361,34724,73792724
용두동신동아아파트,동대문구,용신동,202873,452509,26,53,41863377,10561940,7103,19966316
고대앞사거리,동대문구,제기동,203021,453940,32,49,23415433,2825183,3716,9779287
고려대역 6번,동대문구,제기동,203181,454240,12,42,219654319,82150398,42596,102394302
동대문구청,동대문구,용신동,203596,452957,36,45,82391199,14826771,13458,41191460
세종대왕기념관교차로,동대문구,청량리동,203649,454572,7,58,1785762,669660,274,1901541
전농119안전센터,동대문구,전농1동,204076,452936,2,43,6954840,1561289,213,0
떡전교사거리,동대문구,청량리동,204277,453931,17,51,27454185,8924602,3796,13506687
간데메공원,동대문구,답십리1동,204495,452665,28,53,295375102,161760005,53272,172240187
경희대삼거리,동대문구,회기동,204533,454605,32,52,150891684,76441019,26184,48964241
텃골근린공원,동대문구,전농1동,204578,453280,37,46,30316988,22480286,3101,16325004
시립대앞사거리,동대문구,전농1동,204615,453829,16,37,60722419,21094255,9841,26137265
서울시립대,동대문구,전농1동,204784,454008,65,49,565533625,155031097,161098,245633250
전곡마을마당공원,동대문구,전농1동,204828,453365,15,50,2226474,358132,320,1348565
답십리초등학교,동대문구,답십리1동,204987,452276,7,52,320944827,179354846,77632,115729289
청량초등학교,동대문구,이문1동,205004,454831,8,58,14476950,17714001,4058,10008071
경희대후문,동대문구,이문1동,204987,455329,23,55,625473394,249241400,131603,305003472
전농중학교,동대문구,전농2동,205156,453263,10,44,21421658,8576586,4649,11165161
답십리사거리,동대문구,답십리2동,205138,452341,13,55,42890669,15443117,6866,15555387
삼육보건대학교,동대문구,휘경2동,205315,454241,90,47,89379847,31266551,11552,62378682
외대앞역 1번,동대문구,이문1동,205403,455074,5,39,1175115632,432769601,279089,407365558
의릉,성북구,석관동,205397,456047,18,42,32409760,5185253,5321,13052553
장안1동주민센터,동대문구,장안1동,205884,452160,122,52,139945286,71303482,31050,46747872
답십리공원,동대문구,답십리2동,205920,452959,10,51,101060741,52194438,31225,46690406
장안근린공원,동대문구,장안2동,206152,452923,59,51,13621400,5931438,3200,6120573
장평중학교,동대문구,장안1동,206184,451672,102,59,25202045,7348555,5091,13609222
장안현대홈타운1차아파트,동대문구,장안2동,206324,452165,39,54,24693521,12130271,3697,18813066
동대부고,동대문구,장안2동,206490,453086,47,52,107755547,33552834,18396,43129203
중랑역 1번,중랑구,중화2동,206528,455158,59,44,14796606,4372143,2227,7964592
중랑역 4번,중랑구,중화2동,206502,454920,6,49,1403810,420079,59,159524
신묵초등학교,중랑구,묵2동,206616,456591,135,45,17259647,11203251,3804,9037866
메가박스 상봉,중랑구,면목2동,206601,454652,45,53,126365975,65284497,27094,65209482
태릉시장 특화거리,중랑구,중화2동,206782,455390,7,50,12333877,6619840,2352,6624237
먹골역 5번,중랑구,묵2동,206829,456519,34,45,33709386,10816971,4745,17566078
중랑노인종합복지관,중랑구,면목2동,206888,454287,49,57,11953951,4367643,2818,4987313
중화역 4번,중랑구,중화2동,206912,455985,15,49,63044216,29266468,14994,25224337
월드순복음교회,중랑구,상봉2동,206971,454832,40,43,120917669,50574161,20962,36671982
먹골역 1번,중랑구,묵1동,207001,456738,150,53,67619693,38008661,18977,32751389
중화역 1번,중랑구,중화1동,207071,456080,133,55,18494631,0,1865,9092163
장안중학교,중랑구,중화1동,207245,455571,75,50,9220576,3058802,2015,3628009
오거리공원,중랑구,면목7동,207331,453019,64,50,95312756,47323322,23856,42490286
상봉역 4번,중랑구,상봉2동,207311,454906,88,45,53154682,26423556,7498,19591901
면목2동체육관,중랑구,면목2동,207297,454482,118,52,3090423,610586,123,1574669
면동초등학교,중랑구,면목본동,207582,454086,64,46,24860543,10775681,7805,9227103
사가정역 1번,중랑구,면목3?8동,207605,453638,34,44,6532197,7027744,2532,7726013
면목역 3번,중랑구,면목본동,207615,454450,35,41,40301085,13698915,7347,12985632
사가정역 4번,중랑구,면목7동,207796,453176,63,48,111276565,54347272,33788,41444313
상봉역 3번,중랑구,상봉2동,207850,454983,81,38,51600396,21246496,10479,24416408
면목역 1번,중랑구,면목본동,207934,454695,104,48,26076439,22986784,5416,13520234
면목역 2번,중랑구,면목본동,208090,454193,160,49,9680077,5132358,1710,1553011
면목동우체국,중랑구,면목3?8동,208094,453739,67,44,20566310,12698822,7110,8520313
망우역 2번,중랑구,상봉1동,207896,455693,97,52,58866128,28597190,13896,22527646
망우3동주민센터,중랑구,망우3동,208341,454702,27,49,18030346,8969654,6024,7182972
혜원여고,중랑구,망우3동,208593,454695,13,50,16532913,5824654,2744,8475387
신내1동주민센터,중랑구,신내1동,208691,456291,40,56,597775144,314752122,129926,275827843
장스여성병원,중랑구,신내1동,208719,455672,24,47,21150252,4171163,5010,6719125
서일대학교,중랑구,면목3?8동,208722,454449,78,49,89150478,27328556,22851,46140063
하나은행 망우동지점,중랑구,망우본동,208807,455418,8,53,8493869,7024936,1833,8687720
러스크서울병원,중랑구,망우본동,209068,455483,32,57,51335657,30714067,10206,25352840
망우본동주민센터,중랑구,망우본동,209142,455775,19,45,63351843,36280623,11263,35929987
북정마을,성북구,성북동,199134,454845,1,95,37135598,25833709,2862,20868336
성북초등학교앞,성북구,성북동,199941,454796,5,64,39540934,11070872,5004,23520214
홍대부중,성북구,성북동,200122,454958,40,66,104356487,72322632,14817,59888176
한성대입구역 5번,성북구,성북동,200267,454472,47,69,154509155,104027599,19908,99250441
정릉3동주민센터,성북구,정릉3동,200322,456640,41,55,18392288,7829242,2578,11527458
동구여중,성북구,성북동,200468,454617,60,62,116681682,46245364,13742,62031426
한성대입구역 3번,성북구,삼선동,200879,454012,37,51,60514754,25064031,16607,28398196
정릉역 2번,성북구,정릉2동,200997,456070,3,60,4881045,780189,550,2177398
삼선중학교,성북구,성북동,200919,454642,44,64,91301462,40877532,21315,35205788
서경대학교,성북구,정릉4동,201084,456815,183,55,138406611,71798662,38870,51212167
정릉우체국,성북구,정릉2동,201097,456370,135,54,117031628,59895831,27348,53645048
성신여대입구역 4번,성북구,동선동,201319,454904,32,59,1016467161,475412823,185015,535898295
경동고등학교,성북구,삼선동,201254,454294,122,56,5945227,3268611,1194,3607615
정릉역 1번,성북구,정릉1동,201588,455814,32,55,65373991,44617272,18082,33852885
삼선동주민센터,성북구,안암동,201728,454413,39,37,615209510,288212360,199704,294611013
성신여대입구역 7번,성북구,동선동,201622,455143,48,59,8098939,4624587,1949,5751192
보문역 8번,성북구,보문동,201699,453779,12,55,64543957,43376535,12035,35142336
성신여대입구역 1번,성북구,동선동,201864,454954,40,51,28164718,12794065,4926,11677727
보문역 4번,성북구,안암동,201853,454151,22,40,79616883,29226001,20463,37440475
길음역 8번,성북구,길음2동,202156,456410,8,72,136991205,63703387,26779,48306682
대광초등학교,성북구,안암동,202174,453492,16,88,52182298,25204740,6771,24948294
안암역 2번,성북구,안암동,202569,454348,7,44,1326973702,325275883,304604,590800866
안암역 3번,성북구,안암동,202623,453826,9,30,1057541721,274948416,251435,478123130
종암경찰서,성북구,종암동,202860,455730,12,42,279928622,134983607,76900,116514395
종암아이파크2차,성북구,종암동,202967,455307,51,54,30910062,9595029,4998,16233107
숭곡초등학교,성북구,월곡1동,203036,456508,23,55,347627265,147856487,70629,191845679
종암중학교,성북구,종암동,203017,454857,21,67,431992898,136329346,82065,249690862
종암동주민센터,성북구,종암동,203175,455519,32,49,12046840,8953160,2340,6581703
상월곡역 1번,성북구,월곡2동,203943,456250,15,48,141760131,29143001,26766,59163264
상월곡역 2번,성북구,장위2동,204404,456574,56,59,10858793,4021428,1981,7222453
상월곡역 3번,성북구,석관동,204494,456315,36,46,7263636,20420914,4471,12098471
돌곶이역 1번,성북구,장위2동,204785,456784,32,51,21031782,9929084,5371,11363989
돌곶이역 8번,성북구,석관동,205071,456537,56,42,237516677,49903181,28854,118401428
돌곶이역 5번,성북구,석관동,205235,456656,30,48,43975954,13092386,10101,20695076
석계역 7번,성북구,석관동,205645,457031,64,51,324256200,198078903,69064,120244499
아카데미하우스,강북구,인수동,200625,460586,75,64,374303128,282895147,46013,221775747
북한산우이역 2번,강북구,우이동,200835,462472,86,68,20135211,23948060,4091,12265378
무너미어린이공원,강북구,우이동,201054,460584,123,52,2369589,561773,473,1161563
화계중학교,강북구,수유1동,201103,459244,22,49,22140886,4859114,659,2628843
솔밭공원역 2번,강북구,우이동,201113,461962,94,52,21794913,9630263,4225,8075382
4.19민주묘지역 2번,강북구,우이동,201112,461090,26,55,329776020,180475741,72183,108339616
강북문화예술회관,강북구,인수동,201295,460283,84,56,44070779,21230550,13912,19986453
가오리역 2번,강북구,인수동,201343,459984,62,52,70591565,42997098,14052,43447028
삼각산119안전센터,강북구,삼각산동,201493,457814,1,85,70674079,38364610,18146,32082650
삼양사거리역 2번,강북구,삼양동,201603,458000,34,50,13034631,7974681,2796,5381052
가오리역 1번,강북구,수유2동,201573,460422,19,59,4025497,4577269,969,720099
인수동 우편취급국,강북구,수유3동,201703,459587,90,50,14343410,3008242,2006,5869072
수유시장옆,강북구,수유3동,201763,459911,129,50,1107702,628104,375,576978
수유초등학교,강북구,수유1동,201790,459211,64,48,12688073,3935780,107,11072463
우이천 계성교,강북구,수유2동,201964,460744,149,50,10488104,9875889,2443,4291391
미아역 8번,강북구,미아동,202029,458632,66,49,0,514572,80,484597
강북구청,강북구,수유3동,202105,460127,14,56,162978744,83500566,27578,89260847
송천초등학교,강북구,송천동,202139,457232,35,48,4263777,2156676,978,2371184
성신여대운정그린캠퍼스,강북구,미아동,202277,459283,70,50,104859554,21047183,24088,37925372
도봉세무서,강북구,송천동,202381,457675,43,51,17833031,3784214,2015,8859824
삼양입구사거리,강북구,송천동,202451,457427,25,45,2076909,2459939,620,2109453
강북중학교,강북구,수유3동,202506,460397,61,49,53316912,29103025,9513,15671757
송중초등학교,강북구,송중동,202711,457804,83,53,43523555,11917783,7070,22330928
서울북부고용노동지청,강북구,번2동,202797,459422,64,48,32154771,8902959,5226,21086338
수송초등학교,강북구,번1동,202774,459976,108,49,62170073,36745030,10391,33048328
미아사거리역 3번,강북구,송중동,202936,456864,3,44,13101337,8971257,1337,6087202
송중동주민센터,강북구,송중동,203052,457230,25,51,11484015,4861432,2293,2871781
덕성여대시반거리,도봉구,쌍문1동,201215,461310,9,41,183481362,43381491,47809,82889985
쌍문초등학교,도봉구,쌍문1동,202159,461198,130,50,27101888,9761461,4995,10016205
도봉우체국,도봉구,쌍문3동,202678,460881,64,52,15942923,4623969,3065,9321497
방학초등학교,도봉구,방학2동,202823,462590,27,45,36293494,15931123,10228,9958939
국민은행방학지점,도봉구,방학3동,202933,462499,5,59,30839435,18441271,6617,12058417
방학중학교,도봉구,방학2동,203106,463000,121,51,23645467,12178418,12616,4134675
신한은행 방학동지점,도봉구,방학1동,203218,462687,18,45,6252602,9916272,1783,4660833
쌍문역1번(쌍리단길),도봉구,창1동,203218,460963,34,51,333092512,168504665,76957,127811982
도봉산입구,도봉구,도봉1동,203332,464982,208,49,214240446,144269126,77147,122260650
쌍문2동우체국,도봉구,쌍문2동,203278,461696,69,48,125122217,46627531,29574,60787905
창2동주민센터,도봉구,창2동,203454,460218,177,51,44587324,19060981,12841,18704736
도봉구보건소,도봉구,쌍문2동,203457,462153,81,54,2941385,938170,768,2057444
방학1동주민센터,도봉구,방학1동,203537,462802,62,50,7350039,3774235,1600,5426419
신창초등학교,도봉구,창3동,203576,459627,162,50,37754917,13632654,7904,15282672
